pair_id,variant,asset,horizon,regime,split,fidelity,fill_model,markout_5s_pp,pnl_pp
real-base-000003,QUANT_V1,ETH,5m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000003,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000003,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,ETH,4h,NORMAL_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,ETH,4h,NORMAL_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,1.0000000000000009,0.8000000000000007
real-base-000001,CONTROL,ETH,4h,NORMAL_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,1.0000000000000009,0.8000000000000007
real-base-000001,QUANT_V1,ETH,4h,NORMAL_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000002,CONTROL,ETH,4h,NORMAL_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000002,QUANT_V1,ETH,4h,NORMAL_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000003,CONTROL,ETH,4h,NORMAL_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,-1.0000000000000009,-1.0000000000000009
real-base-000003,QUANT_V1,ETH,4h,NORMAL_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,ETH,5m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,ETH,5m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,0.0,0.0
real-base-000003,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000003,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000003,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,-1.9999979599996776,-1.9999979599996776
real-base-000003,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,CONTROL,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,QUANT_V1,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000002,CONTROL,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000002,QUANT_V1,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000003,CONTROL,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000003,QUANT_V1,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,ETH,5m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,ETH,5m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000003,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000003,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000003,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000003,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000002,CONTROL,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000002,QUANT_V1,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000003,CONTROL,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000003,QUANT_V1,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,ETH,5m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,ETH,5m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000003,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000003,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000003,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000003,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000002,CONTROL,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000002,QUANT_V1,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000003,CONTROL,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000003,QUANT_V1,ETH,4h,NORMAL_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,-1.0000000000000009,-1.0000000000000009
real-base-000000,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,-1.0000000000000009,-1.0000000000000009
real-base-000001,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000002,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000003,CONTROL,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000003,QUANT_V1,BTC,4h,NORMAL_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,ETH,4h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,ETH,4h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000001,CONTROL,ETH,4h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000001,QUANT_V1,ETH,4h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,0.0,0.0
real-base-000002,CONTROL,ETH,4h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,0.0,0.0
real-base-000002,QUANT_V1,ETH,4h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000003,CONTROL,ETH,4h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000003,QUANT_V1,ETH,4h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,UNKNOWN,BASE,,0.0
real-base-000000,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
real-base-000000,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,UNKNOWN,BASE,,0.0
